NA	sentiment	tweet	
6.20751E+17	positive	One day Dean Ambrose will be WWE CHAMPION and mark April 3 2016 on your calendar #ambroseforWWECHAMPION http://t.co/JQIWKJoCiE	
6.20752E+17	positive	Go Set a Watchman will be here tomorrow with some pants I ordered :')	
6.20753E+17	neutral	Johnny Lennon is going to ask Paul McCartney and McCartney's right love to be based in Jerusalem for the July 15th Apple time event.	
6.20757E+17	positive	"It's almost time! Harper Lee's new book ""Go Set a Watchman"" will be on sale at 7 am, Tuesday the 14th! That is... http://t.co/mrh0PtUuoV"	
6.20758E+17	neutral	Was I one of the first or last to notice this... Dean Ambrose new gear number says 060214  June 2nd 14 the day Seth Rollins betrayed  Shield	
6.20758E+17	positive	"Ok, I remember where I was when Josh Hamilton had the massive 1st round, etc in '08---and hats off to @FlavaFraz21 bcuz that was Epic also!!"	
6.20759E+17	neutral	Bray has able to escape by hitting Reigns with a lantern. The match with Dean Ambrose may have been scrapped.... http://t.co/6KTnjxwJSx	
6.20759E+17	negative	Then you add in the guilt factor. Did Harper Lee really want Watchman published? If her 1st draft has been hijacked I'd feel bad reading it.	
6.2076E+17	positive	Getting my copy of Go Set a Watchman tomorrow morning . . . should be interesting given the comments of the early reviewers.	
6.20761E+17	positive	@madwags definitely wish we were reading together and enjoying a cup of tea!! @SchulerBooks BTW have you read the 1st chapter of Watchman?	
6.20766E+17	positive	Let's celebrate the days leading up to National Ice Cream Day on July 19 by eating ice cream. Then let's have a... http://t.co/4HQG3V93fD	
6.20768E+17	negative	To all the people who will buy Go Set a Watchman tomorrow:  go buy/read To Kill a Mockingbird instead	
6.20772E+17	positive	"Best email of the day: Amazon informed me my copy of ""Go Set a Watchman"" will be here TOMORROW! YAY! 2 days earlier to literary heaven!"	
6.20773E+17	neutral	"Just out of curiosity, why doesn't Dean Ambrose have a match Sunday? And why did we get gypped out of seeing him wrestle tonight?"	
6.20777E+17	neutral	"@darrenrovell Not sure if you've seen yet, but Dallas Keuchel and Miss USA both went to same high school (Bishop Kelley in Tulsa). 1st time?"	
6.20779E+17	neutral	Re-reading #HarperLee Mockingbird now; soon to discover the new #AtticusFinch Go Set a Watchman and now there's more https://t.co/Ul8t6ilpS5	
6.20793E+17	neutral	Watched the home run derby from beginning to end. 1st time since the steroid days I watched josh Hamilton after... http://t.co/K5ZIk6Kbo0	
6.20806E+17	positive	What I would give to meek K-Rod and Ryan Braun tomorrow while at the All-Star game representing the @Brewers thanks to @esurance	
6.20812E+17	neutral	".@ImperialDuelist have been added in the 13 man Battle-Royal this Wednesday. He'll take Randy Orton spot, don't worry; Ambrose there too."	
6.20812E+17	positive	Iron maiden's new album book souls  comes out   September 4 can't wait to hear it	
6.20818E+17	positive	Harper Lee's Go Set a Watchman on sale tomorrow. hopefully there are still copies in the nearest bookstore!	
6.20836E+17	neutral	"My music range now is all over the place.  My Chemical Romance, Anberlin, Taking Back Sunday, Iron Maiden, Nirvana, Twenty One Pilots+"	
6.20843E+17	neutral	Some balance on Watchman from Hadley Freeman in the guardian - http://t.co/vqk52aTios	
6.20881E+17	neutral	"George Osborne: It's adorable that you, media person, think this gov't would do anything to help Greece. http://t.co/b4UCdTcZZC"	
6.20894E+17	positive	Wishing the best for the new Service Chiefs.  May they find wisdom and knowledge to fight Boko Haram #GodBlessNigeria	
6.20897E+17	negative	New TV series BBC2 1950h Sunday called 'Smug rich buggers make poorer people beg' I bet George Osborne absolutely loves it	
6.20899E+17	neutral	@rdu985fm if I hit 666 by Friday I'll sign off with Iron Maiden	
6.20902E+17	neutral	Yes George Osborne and Iain Duncan Smiths too.. DC was a 3rd Child it would seem...maybe the Tories have a point :P https://t.co/X9J9VGfJDd	
6.20916E+17	neutral	@SF_England so basically anyone from this September...that's just brilliant news :( big massive thanks to George Osborne and his friends!	
6.20922E+17	positive	"Did someone say Christmas in July?! Go Set a Watchman comes out TODAY! Oh, and I'm busy for the rest of today. No reason. #booknerd"	
6.20933E+17	positive	Need to run to the bookstore to pick up a copy of Go Sat a Watchman by Paul Blart. #HappyReading	
6.20944E+17	neutral	1st chapter of Go Set a Watchman previewed. Already surprised at some of it. Thoughts? @Berry_O12 @alaina_stowers http://t.co/sHxrdDr7zw	
6.20946E+17	neutral	"7 years ago today, Josh Hamilton, who at one point hits 13 consecutive, hits 28 HR in the 1st round of the #HRDerby. http://t.co/ejmoaqi4EJ"	
6.20958E+17	neutral	"Stephen Carter: The 1st line of ""Go Set a Watchman"" does what it should: ""It makes us want to know what happens next"" http://t.co/KjSj7DAyOP"	
6.20963E+17	neutral	Once you've finished reading Go Set a Watchman you should come along to our discussion group in store at 6:30pm on July 29th. #GSAW	
6.20971E+17	neutral	Go Set a Watchman will hit the shelves on Tuesday at some libraries while other branches will be getting the book... http://t.co/iq6J40b6Is	
6.20987E+17	neutral	"Every time I hear the word ""hoax"" I'm reminded of Paul McCartney on the Chris Farley show  http://t.co/mSEtL7f1Gw"	
6.20998E+17	positive	Did you know the 23rd is National Hot Dog Day? We're giving away free hot dogs to all our fans at the game! http://t.co/SvywShFsif	
6.21002E+17	neutral	Took a pic of this guy who sat in front of me during Miss USA b/c he looked important. I guess he is pretty important http://t.co/UfhKazyi3L	
6.2101E+17	neutral	Details make Watchman's origins seem even more mysterious.  And now perhaps a 3rd book?  #GoSetAWatchman #HarperLee  https://t.co/l2XuPxxAxz	
6.21021E+17	neutral	"McAllen native Ylianna Guerra, the 1st runner up in the Miss USA pageant, arrives today at 2 p.m. at McAllen... http://t.co/A7Al1BwsZv"	
6.21023E+17	positive	2.5 million people watched Miss USA on Reelz! this Sunday! Congrats to the true winner @ReelzChannel!	
6.21035E+17	neutral	Under #SexySocialism David Cameron &amp; George Osborne will undertake the 1st manned mission 2 Pluto.	
6.21035E+17	positive	Did you hear about Harper Lee's 3rd novel? ;) http://t.co/5PrB1SgzXU Don't forget to put Go Set a Watchman on hold at your library!	
6.21036E+17	neutral	Wouldn't say shes in the elite or top singers in KPOP now but goes to show how big 1st impressions or one bad moment in negative light lasts	
6.2104E+17	positive	I may not be Miss USA but I am still Miss Minnesota USA! I am looking forward to the appearances I have coming up!! #bemorethanpretty	
6.21042E+17	negative	"Taylor Swift's song ""Bad Blood"" may be the most annoying song that's currently playing on the radio #TooRepetitive"	
6.21049E+17	neutral	"Customers eager to read 'Go Set a Watchman,' buy it at midnight - York Daily Record/Sunday News http://t.co/Eqlcqt870M"	
6.21054E+17	negative	"Completely agree. Rolling stone is Such a sell out! Fuck it, you may as well put Paris Hilton on there http://t.co/TaETO1OzBp"	
6.21058E+17	neutral	Discussing the T Swift vs K Perry feud with boyf (he was unaware). He's a big fan of both. He says he's torn. May have to boycott Bad Blood.	
6.21062E+17	positive	National Ice Cream day is Sunday July 19th! We are ready to celebrate it on Thursday!!   We will be treating the... http://t.co/sIHzeE8ZBp	
6.21065E+17	negative	@eatyourkimchi Was there a specific reason you guys stopped doing Kpop Music Monday?  Feel out of touch with KPOP since you stopped. :(	
6.21066E+17	positive	Sunday is National Ice Cream Day!   We will have SUPERCold Science Shows at 2:00 &amp; 4:00pm with samples of Liquid... http://t.co/xppe1YuNCA	
6.21078E+17	positive	"Don't have plans for National Ice Cream Day this Sunday? Well, now you do! Come celebrate by getting a Dole Whip... http://t.co/SKCYewlguZ"	
6.21082E+17	neutral	"@alanthomasdoyle @FureyAndrew @taylorswift13 It may have been ""Mean"" to miss TS in DC but we'll ""Shake It Off"" and put aside the ""Bad Blood"""	
6.21098E+17	neutral	Josh Hamilton just hit a record 28 HR in the 1st round of the 2008 Home Run Derby.  5 HR for Chase Utley. He saves them for when it counts.	
6.21125E+17	negative	Still can't believe Ryan Braun and Jew Unit were able to beat the 1st test on technicality that his piss was mishandled!	
6.21142E+17	positive	"Enjoy the summer, celebrate National Ice Cream Day this Sunday! Visit Honey Cup in the Channel Islands Harbor,... http://t.co/Wt9KGpSrRJ"	
6.21149E+17	neutral	"Here's one from Sunday night, at the Miss USA after party. The bottles frozen into the ice are a special version... http://t.co/lFZXK3JwUi"	
6.2115E+17	positive	K-Rod is just trying to set up Ryan Braun for a walk off grand slam in the 9th. He's all about making his teammates look good. #selfless	
6.2116E+17	neutral	Ryan Braun leadoff triple to start the 9th. Casual. @BrewerNation	
6.2116E+17	neutral	AL 6-2 NL (B9) Ryan Braun the last batter to be used by the NL and he squeezes it up the 1st base line for a triple! Surely not...	
6.2116E+17	neutral	Bottom 9th now - Braun up - Perkins in - Ryan Braun triples down the right field line - #Brewers #BrewCrew #MLB @MLB @MlbstevenThe	
6.2116E+17	neutral	Ryan Braun with a triple off of Glen Perkins in the 9th! #Brewers #ASG2015	
6.2116E+17	neutral	"The #AL leads the #NL 6-2 in the bottom of the 9th, but Ryan Braun leads off with a triple. #ASG2015"	
6.2116E+17	positive	"Ryan Braun making the ever so smart ""Stretch To A Triple When Down 4 Runs in the 9th"""	
6.2116E+17	neutral	Brandon Crawford knocks in Ryan Braun with a sac fly in the 9th. 6-3 AL #ASG	
6.21161E+17	neutral	"Ryan Braun, baseball's antihero just shows up in the 9th and hits a triple"	
6.21161E+17	positive	Ryan Braun with a 9th inning Triple in the All-Star Game! Doing his part to get the #Brewers homefield adv--nevermind.	
6.21161E+17	neutral	Chapman throws his 104 mph knuckleball striking out the AL to end the 8th but Ryan Braun comes back with a triple for the NL and scores	
6.21161E+17	neutral	Brandon Crawford brings home Ryan Braun after he tripled to lead off the 9th. NL still trails 6-3	
6.21161E+17	neutral	"Ryan Braun led off 9th with 3B and scored on SF, but that's all NL gets as AL wins #ASG2015, 6-3. @Local12"	
6.21161E+17	neutral	"Leadoff triple for Ryan Braun in 9th. Brandon Crawford sac fly makes it 6-3, but not enough. AL wins 6-3 will have home field edge in Series"	
6.21161E+17	neutral	@CWNM don't recall the AL scoring but Ryan Braun scored on sac fly in 9th	
6.21163E+17	neutral	'Ryan Braun' appeared on Monday 13 at the 11th place in the Top20 of Milwaukee's Trends: http://t.co/liJEdaFqjr #trndnl	
6.21172E+17	neutral	"I want to go to Kpop night on Friday but I'll be mad if it's not just 5 hours of ""GOOD BOY"" on repeat. #eternaljam"	
6.21188E+17	neutral	"@Ellysa_Maye nah,it just moved to youtube!Rolling Stone may be the one dying!"	
6.21201E+17	positive	Catch Paul McCartney on Saturday Night Live tonight!	
6.21201E+17	neutral	Sinead O'Connor calls out Rolling Stone for putting Kim Kardashian on the cover - Minneapolis Sun Times http://t.co/nIngsl9qOj	
6.2121E+17	neutral	"Lonely star, Thurs, the zone, gone, rolling Stone  https://t.co/u5s0mj3PHs"	
6.21228E+17	positive	This may be the coolest thing on the 'net. Def my favorite. &gt; Soul Train - Papa Was A Rolling Stone https://t.co/O9ib4Ylm7z via @YouTube	
6.2123E+17	neutral	The Sultan of Sokoto Alhaji Sa'ad Abubakar has said Boko Haram terrorist are out to spoil the name of Islam as a whole. May they be exposed	
6.21233E+17	negative	"Road accident is the 2nd highest source of violent death after Boko Haram in Nigeria.Yet,no data to warn citizens @BudgITng #DATARevolution"	
6.21234E+17	neutral	Ahead of last weeks budget George Osborne indicated that he intends to relax Sunday Trading laws...  http://t.co/JdiKLUJ8z4	
6.21238E+17	neutral	ok so i know that yall are into kpop now but why havent i seen anything about BoA eat you up was my 7th grade Jam	
6.2125E+17	neutral	"Taking Go Set a Watchman with me to the beach tomorrow, the critics haven't put me off in the slightest http://t.co/qFMjK7x8Cg"	
6.21253E+17	neutral	"Hello @HOMEmcr, is it true that George Osborne is visiting/speaking on Friday lunch time?"	
6.21273E+17	neutral	Wait - Go Set A Watchman is really the 1st draft of Mockingbird? Then why is it being published as a separate novel?	
6.21277E+17	neutral	Let George Osborne know how you feel in Manchester on Friday #EndAusterityNow http://t.co/ijwG40rgdo	
6.2129E+17	positive	Delivery has just arrived for Sunday's National Ice Cream Day. Staff are getting excited here for their sundae's!... http://t.co/PnbAq8HalS	
6.21299E+17	positive	"Congratulations to Olivia Jordan, who won Miss USA on Sunday!!  Olivia worked with us for several years while at... http://t.co/ahIJneVBx9"	
6.21307E+17	neutral	"I just realized. After the whole slow mo march of T. Swift and her squad in Bad Blood, all she and Selena did was slap each other?"	
6.21308E+17	neutral	"So George Osborne, Therera May &amp; Yvette Cooper, all of whom want to be the next PM, are teaming up to stop Boris. He's the one they all fear"	
6.2132E+17	positive	Harper Lee's second novel Go Set a Watchman may be block-buster; but the big read is Charles Dickens' All the Year Round.	
6.21327E+17	positive	@BaekDoXiuHun Hi! My bias is KAI bc he stole my heart the 1st tym I saw him in Growl. He is my 1st love in KPOP &amp; it's not changing til now	
6.21347E+17	neutral	"George Osborne on British contributions ""we do not have a veto ... and we have to live with the consequences."" https://t.co/gYggfOTfTE"	
6.21347E+17	negative	Hearing that #ToKillAMockingbird and #GoSetAWatchman have identical passages gives more reason not to read it... Watchman is a 1st draft!	
6.2136E+17	neutral	"It may be a giant leap for cable net Reelz, but the Miss USA pageant took a few steps backward on Sunday night.... http://t.co/gHHIvwAsM9"	
